,Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value,Continent
2324,Gabon,1992,All genders,Not applicable,Percent,60.97493000000001,Africa
5253,Rwanda,2009,Female,Not applicable,Percent,61.02976999999999,Africa
3649,Madagascar,2010,Male,Not applicable,Percent,61.059059999999995,Africa
3684,Madagascar,1998,Female,Not applicable,Percent,61.079769999999996,Africa
4393,Mozambique,1986,Female,Not applicable,Percent,61.092369999999995,Africa
3918,Mali,1979,Female,Not applicable,Percent,61.109809999999996,Africa
1231,Central African Republic,2009,Female,Not applicable,Percent,61.13355,Africa
5284,Rwanda,1988,Male,Not applicable,Percent,61.13825,Africa
5287,Rwanda,1987,All genders,Not applicable,Percent,61.17618,Africa
3640,Madagascar,2013,Male,Not applicable,Percent,61.17952,Africa
6245,Uganda,2002,Male,Not applicable,Percent,61.207069999999995,Africa
1242,Central African Republic,1989,All genders,Not applicable,Percent,61.238319999999995,Africa
5313,Rwanda,1975,Female,Not applicable,Percent,61.24205,Africa
4634,Niger,1978,All genders,Not applicable,Percent,61.289080000000006,Africa
5248,Rwanda,2012,Female,Not applicable,Percent,61.3369,Africa
3744,Malawi,1999,Male,Not applicable,Percent,61.357890000000005,Africa
4376,Mozambique,1992,Male,Not applicable,Percent,61.39976,Africa
5257,Rwanda,2008,All genders,Not applicable,Percent,61.413419999999995,Africa
1039,Burundi,1980,All genders,Not applicable,Percent,61.426880000000004,Africa
1166,Cameroon,1975,Female,Not applicable,Percent,61.440380000000005,Africa
2384,Gambia,1994,Female,Not applicable,Percent,61.462309999999995,Africa
5308,Rwanda,1980,Male,Not applicable,Percent,61.49188,Africa
4003,Mauritania,1992,All genders,Not applicable,Percent,61.51591,Africa
6049,Togo,1992,All genders,Not applicable,Percent,61.51919,Africa
5270,Rwanda,1992,All genders,Not applicable,Percent,61.532869999999996,Africa
6251,Uganda,2000,Male,Not applicable,Percent,61.60024,Africa
3534,Lesotho,1988,All genders,Not applicable,Percent,61.60621999999999,Africa
3785,Malawi,1984,Male,Not applicable,Percent,61.679719999999996,Africa
1048,Burundi,1977,Female,Not applicable,Percent,61.69801999999999,Africa
4350,Mozambique,2005,Female,Not applicable,Percent,61.701609999999995,Africa
5282,Rwanda,1988,All genders,Not applicable,Percent,61.70984,Africa
4379,Mozambique,1991,All genders,Not applicable,Percent,61.742709999999995,Africa
1027,Burundi,1984,All genders,Not applicable,Percent,61.74377,Africa
3910,Mali,1984,All genders,Not applicable,Percent,61.7514,Africa
6249,Uganda,2000,All genders,Not applicable,Percent,61.78556999999999,Africa
6094,Togo,1976,All genders,Not applicable,Percent,61.8315,Africa
5286,Rwanda,1987,Female,Not applicable,Percent,61.84157,Africa
2331,Gabon,1988,Male,Not applicable,Percent,61.84211,Africa
6233,Uganda,2008,Male,Not applicable,Percent,61.8562,Africa
1271,Chad,2011,All genders,Not applicable,Percent,61.941340000000004,Africa
657,Benin,1986,All genders,Not applicable,Percent,61.94184,Africa
2144,Ethiopia,2008,All genders,Not applicable,Percent,62.021190000000004,Africa
3980,Mauritania,2004,Male,Not applicable,Percent,62.02721,Africa
3642,Madagascar,2012,All genders,Not applicable,Percent,62.0302,Africa
4602,Niger,1996,All genders,Not applicable,Percent,62.049319999999994,Africa
6250,Uganda,2000,Female,Not applicable,Percent,62.10099,Africa
5271,Rwanda,1992,Female,Not applicable,Percent,62.14165,Africa
1026,Burundi,1985,All genders,Not applicable,Percent,62.1721,Africa
3481,Lesotho,2006,Male,Not applicable,Percent,62.17468,Africa
6231,Uganda,2008,All genders,Not applicable,Percent,62.19096999999999,Africa
3540,Lesotho,1986,All genders,Not applicable,Percent,62.247640000000004,Africa
1443,Comoros,1992,Female,Not applicable,Percent,62.26642,Africa
4405,Mozambique,1982,Male,Not applicable,Percent,62.274330000000006,Africa
3686,Madagascar,1998,All genders,Not applicable,Percent,62.28108,Africa
5283,Rwanda,1988,Female,Not applicable,Percent,62.28232,Africa
3747,Malawi,1998,All genders,Not applicable,Percent,62.34816,Africa
1038,Burundi,1981,All genders,Not applicable,Percent,62.3927,Africa
2330,Gabon,1988,All genders,Not applicable,Percent,62.396930000000005,Africa
3914,Mali,1981,Female,Not applicable,Percent,62.40367,Africa
5250,Rwanda,2011,Female,Not applicable,Percent,62.44465,Africa
3919,Mali,1978,All genders,Not applicable,Percent,62.45981,Africa
3537,Lesotho,1987,All genders,Not applicable,Percent,62.46657,Africa
2142,Ethiopia,2009,Female,Not applicable,Percent,62.47111999999999,Africa
1256,Central African Republic,1983,Male,Not applicable,Percent,62.489169999999994,Africa
5528,Sierra Leone,1978,Male,Not applicable,Percent,62.50929,Africa
6232,Uganda,2008,Female,Not applicable,Percent,62.52646,Africa
1015,Burundi,1988,All genders,Not applicable,Percent,62.55226,Africa
679,Benin,1978,Male,Not applicable,Percent,62.55916,Africa
1047,Burundi,1978,Female,Not applicable,Percent,62.575109999999995,Africa
4633,Niger,1978,Female,Not applicable,Percent,62.58288,Africa
673,Benin,1980,Male,Not applicable,Percent,62.62665,Africa
5262,Rwanda,2002,Female,Not applicable,Percent,62.671969999999995,Africa
1263,Central African Republic,1977,All genders,Not applicable,Percent,62.70907,Africa
662,Benin,1984,Male,Not applicable,Percent,62.721169999999994,Africa
1260,Central African Republic,1981,All genders,Not applicable,Percent,62.72531,Africa
3678,Madagascar,2000,Female,Not applicable,Percent,62.78066999999999,Africa
3521,Lesotho,1992,Male,Not applicable,Percent,62.81265,Africa
2676,Guinea,1992,All genders,Not applicable,Percent,62.82066,Africa
4382,Mozambique,1990,Male,Not applicable,Percent,62.826640000000005,Africa
2325,Gabon,1992,Male,Not applicable,Percent,62.84695,Africa
6075,Togo,1983,Female,Not applicable,Percent,62.857890000000005,Africa
1035,Burundi,1982,Female,Not applicable,Percent,62.89785,Africa
4391,Mozambique,1987,All genders,Not applicable,Percent,62.93205,Africa
2680,Guinea,1991,Male,Not applicable,Percent,62.94455,Africa
4340,Mozambique,2009,Male,Not applicable,Percent,62.945069999999994,Africa
2332,Gabon,1988,Female,Not applicable,Percent,62.96685,Africa
3732,Malawi,2006,Male,Not applicable,Percent,62.979980000000005,Africa
630,Benin,1995,Male,Not applicable,Percent,62.98092,Africa
5255,Rwanda,2008,Male,Not applicable,Percent,62.9841,Africa
672,Benin,1980,All genders,Not applicable,Percent,63.00603,Africa
668,Benin,1982,Male,Not applicable,Percent,63.02221,Africa
5252,Rwanda,2009,All genders,Not applicable,Percent,63.023430000000005,Africa
1246,Central African Republic,1988,Female,Not applicable,Percent,63.0469,Africa
5306,Rwanda,1980,All genders,Not applicable,Percent,63.062819999999995,Africa
4341,Mozambique,2008,Male,Not applicable,Percent,63.08973,Africa
684,Benin,1976,All genders,Not applicable,Percent,63.09757,Africa
3775,Malawi,1987,Male,Not applicable,Percent,63.13519,Africa
3994,Mauritania,1995,Male,Not applicable,Percent,63.146119999999996,Africa
669,Benin,1982,All genders,Not applicable,Percent,63.14741,Africa
1021,Burundi,1986,All genders,Not applicable,Percent,63.15115,Africa
2083,Eritrea,1994,Male,Not applicable,Percent,63.16369,Africa
3902,Mali,1987,Male,Not applicable,Percent,63.1898,Africa
3663,Madagascar,2005,Female,Not applicable,Percent,63.23438,Africa
3643,Madagascar,2012,Male,Not applicable,Percent,63.23725,Africa
4383,Mozambique,1989,Male,Not applicable,Percent,63.280319999999996,Africa
5263,Rwanda,2002,All genders,Not applicable,Percent,63.283469999999994,Africa
6070,Togo,1985,All genders,Not applicable,Percent,63.29843,Africa
665,Benin,1983,Female,Not applicable,Percent,63.31664,Africa
2143,Ethiopia,2009,All genders,Not applicable,Percent,63.316959999999995,Africa
4395,Mozambique,1985,Male,Not applicable,Percent,63.36918000000001,Africa
6080,Togo,1982,Female,Not applicable,Percent,63.3742,Africa
2136,Ethiopia,2011,All genders,Not applicable,Percent,63.39572,Africa
3566,Lesotho,1977,Female,Not applicable,Percent,63.39809,Africa
3989,Mauritania,1997,All genders,Not applicable,Percent,63.40875,Africa
670,Benin,1982,Female,Not applicable,Percent,63.41165,Africa
3915,Mali,1980,All genders,Not applicable,Percent,63.42156,Africa
3685,Madagascar,1998,Male,Not applicable,Percent,63.44237,Africa
154,Angola,2009,Male,Not applicable,Percent,63.44973,Africa
1241,Central African Republic,1990,All genders,Not applicable,Percent,63.51146,Africa
2689,Guinea,1984,Female,Not applicable,Percent,63.56626,Africa
6061,Togo,1988,All genders,Not applicable,Percent,63.61614,Africa
1249,Central African Republic,1987,Female,Not applicable,Percent,63.61687,Africa
3904,Mali,1986,All genders,Not applicable,Percent,63.639669999999995,Africa
3737,Malawi,2005,Male,Not applicable,Percent,63.68616,Africa
3746,Malawi,1999,All genders,Not applicable,Percent,63.74598,Africa
674,Benin,1980,Female,Not applicable,Percent,63.763769999999994,Africa
4342,Mozambique,2008,All genders,Not applicable,Percent,63.82331,Africa
3680,Madagascar,2000,All genders,Not applicable,Percent,63.85966,Africa
3735,Malawi,2005,All genders,Not applicable,Percent,63.86316,Africa
4374,Mozambique,1992,All genders,Not applicable,Percent,63.9156,Africa
5261,Rwanda,2002,Male,Not applicable,Percent,63.92011,Africa
1041,Burundi,1980,Female,Not applicable,Percent,63.92459,Africa
2415,Gambia,1980,Female,Not applicable,Percent,63.98667,Africa
3665,Madagascar,2005,All genders,Not applicable,Percent,64.02135,Africa
3736,Malawi,2005,Female,Not applicable,Percent,64.03194,Africa
663,Benin,1984,All genders,Not applicable,Percent,64.05374,Africa
2141,Ethiopia,2009,Male,Not applicable,Percent,64.05643,Africa
1259,Central African Republic,1982,All genders,Not applicable,Percent,64.06428000000001,Africa
3734,Malawi,2006,All genders,Not applicable,Percent,64.06864,Africa
2081,Eritrea,1994,All genders,Not applicable,Percent,64.09514,Africa
2410,Gambia,1982,All genders,Not applicable,Percent,64.17782,Africa
4399,Mozambique,1984,Male,Not applicable,Percent,64.20146,Africa
1018,Burundi,1987,Male,Not applicable,Percent,64.23581999999999,Africa
3993,Mauritania,1996,Male,Not applicable,Percent,64.38351999999999,Africa
3907,Mali,1985,Female,Not applicable,Percent,64.38781999999999,Africa
5251,Rwanda,2011,All genders,Not applicable,Percent,64.3966,Africa
2670,Guinea,1994,All genders,Not applicable,Percent,64.4047,Africa
659,Benin,1985,Female,Not applicable,Percent,64.42998,Africa
678,Benin,1978,All genders,Not applicable,Percent,64.43634,Africa
2412,Gambia,1981,Male,Not applicable,Percent,64.47351,Africa
6047,Togo,1994,Male,Not applicable,Percent,64.52812,Africa
3738,Malawi,2004,Male,Not applicable,Percent,64.53631999999999,Africa
4339,Mozambique,2009,All genders,Not applicable,Percent,64.55468,Africa
3651,Madagascar,2009,Female,Not applicable,Percent,64.62054,Africa
4343,Mozambique,2008,Female,Not applicable,Percent,64.6207,Africa
3676,Madagascar,2001,Female,Not applicable,Percent,64.65059000000001,Africa
6059,Togo,1989,Male,Not applicable,Percent,64.65796999999999,Africa
6243,Uganda,2002,All genders,Not applicable,Percent,64.66118,Africa
3712,Madagascar,1988,Female,Not applicable,Percent,64.67648,Africa
6065,Togo,1987,Male,Not applicable,Percent,64.68684,Africa
5307,Rwanda,1980,Female,Not applicable,Percent,64.69994,Africa
3547,Lesotho,1984,All genders,Not applicable,Percent,64.7277,Africa
1235,Central African Republic,1992,All genders,Not applicable,Percent,64.73216,Africa
6055,Togo,1990,All genders,Not applicable,Percent,64.74635,Africa
5310,Rwanda,1977,Male,Not applicable,Percent,64.74776999999999,Africa
4359,Mozambique,2000,Male,Not applicable,Percent,64.76415,Africa
3664,Madagascar,2005,Male,Not applicable,Percent,64.77476,Africa
6052,Togo,1991,All genders,Not applicable,Percent,64.79409,Africa
655,Benin,1987,Male,Not applicable,Percent,64.82281,Africa
3901,Mali,1987,All genders,Not applicable,Percent,64.82337,Africa
2146,Ethiopia,2008,Male,Not applicable,Percent,64.87526,Africa
3679,Madagascar,2000,Male,Not applicable,Percent,64.90581999999999,Africa
6074,Togo,1984,Female,Not applicable,Percent,64.96542,Africa
5527,Sierra Leone,1978,All genders,Not applicable,Percent,64.97325,Africa
3707,Madagascar,1990,Female,Not applicable,Percent,64.98375,Africa
1036,Burundi,1981,Female,Not applicable,Percent,64.99401,Africa
5254,Rwanda,2009,Male,Not applicable,Percent,65.02543,Africa
1312,Chad,1991,Male,Not applicable,Percent,65.03053,Africa
626,Benin,1996,All genders,Not applicable,Percent,65.06775,Africa
4000,Mauritania,1993,Male,Not applicable,Percent,65.07843000000001,Africa
3733,Malawi,2006,Female,Not applicable,Percent,65.10061,Africa
4371,Mozambique,1993,Male,Not applicable,Percent,65.13005,Africa
1013,Burundi,1989,Female,Not applicable,Percent,65.13254,Africa
2674,Guinea,1993,Male,Not applicable,Percent,65.2399,Africa
5246,Rwanda,2012,All genders,Not applicable,Percent,65.25253000000001,Africa
2082,Eritrea,1994,Female,Not applicable,Percent,65.2676,Africa
4386,Mozambique,1988,All genders,Not applicable,Percent,65.26805,Africa
3780,Malawi,1986,Male,Not applicable,Percent,65.29037,Africa
3908,Mali,1984,Female,Not applicable,Percent,65.31704,Africa
3677,Madagascar,2001,All genders,Not applicable,Percent,65.31761,Africa
1272,Chad,2011,Female,Not applicable,Percent,65.32228,Africa
3743,Malawi,2001,Male,Not applicable,Percent,65.33096,Africa
6067,Togo,1986,All genders,Not applicable,Percent,65.36063,Africa
3653,Madagascar,2009,All genders,Not applicable,Percent,65.41530999999999,Africa
3999,Mauritania,1994,Male,Not applicable,Percent,65.59971999999999,Africa
3899,Mali,1988,Male,Not applicable,Percent,65.66736,Africa
4370,Mozambique,1994,Male,Not applicable,Percent,65.77693000000001,Africa
3781,Malawi,1985,Male,Not applicable,Percent,65.8039,Africa
4378,Mozambique,1991,Female,Not applicable,Percent,65.81096,Africa
6081,Togo,1981,Female,Not applicable,Percent,65.8574,Africa
3527,Lesotho,1990,Male,Not applicable,Percent,65.88469,Africa
6043,Togo,1995,All genders,Not applicable,Percent,65.95102,Africa
3675,Madagascar,2001,Male,Not applicable,Percent,65.96911999999999,Africa
625,Benin,1997,All genders,Not applicable,Percent,65.99056,Africa
2137,Ethiopia,2011,Male,Not applicable,Percent,65.99358000000001,Africa
3705,Madagascar,1990,All genders,Not applicable,Percent,65.99665999999999,Africa
1029,Burundi,1984,Female,Not applicable,Percent,65.99685,Africa
688,Benin,1975,Male,Not applicable,Percent,66.03635,Africa
3807,Malawi,1977,Male,Not applicable,Percent,66.04006,Africa
3795,Malawi,1981,Male,Not applicable,Percent,66.04802,Africa
633,Benin,1994,Male,Not applicable,Percent,66.0488,Africa
3802,Malawi,1978,Male,Not applicable,Percent,66.08276,Africa
6085,Togo,1980,Female,Not applicable,Percent,66.09898000000001,Africa
2681,Guinea,1991,All genders,Not applicable,Percent,66.11364,Africa
658,Benin,1986,Female,Not applicable,Percent,66.15635999999999,Africa
3740,Malawi,2004,All genders,Not applicable,Percent,66.15751,Africa
3745,Malawi,1999,Female,Not applicable,Percent,66.16456,Africa
3784,Malawi,1984,All genders,Not applicable,Percent,66.16583,Africa
3652,Madagascar,2009,Male,Not applicable,Percent,66.19584,Africa
2403,Gambia,1984,Female,Not applicable,Percent,66.19606,Africa
4380,Mozambique,1990,All genders,Not applicable,Percent,66.22274,Africa
1281,Chad,2005,Male,Not applicable,Percent,66.23955,Africa
4004,Mauritania,1992,Female,Not applicable,Percent,66.24981,Africa
3996,Mauritania,1995,All genders,Not applicable,Percent,66.25048000000001,Africa
4338,Mozambique,2009,Female,Not applicable,Percent,66.26191,Africa
3921,Mali,1976,All genders,Not applicable,Percent,66.32723,Africa
6040,Togo,1996,All genders,Not applicable,Percent,66.35108000000001,Africa
649,Benin,1989,Male,Not applicable,Percent,66.36069,Africa
5249,Rwanda,2011,Male,Not applicable,Percent,66.36903000000001,Africa
1205,Cape Verde,1988,Male,Not applicable,Percent,66.42742,Africa
3801,Malawi,1979,Male,Not applicable,Percent,66.48728,Africa
4643,Niger,1975,Male,Not applicable,Percent,66.51451,Africa
6254,Uganda,1986,All genders,Not applicable,Percent,66.60086,Africa
6234,Uganda,2006,Male,Not applicable,Percent,66.62881999999999,Africa
3544,Lesotho,1985,All genders,Not applicable,Percent,66.64915,Africa
4358,Mozambique,2001,Male,Not applicable,Percent,66.67958,Africa
3573,Lesotho,1975,All genders,Not applicable,Percent,66.73073000000001,Africa
664,Benin,1984,Female,Not applicable,Percent,66.73281,Africa
1254,Central African Republic,1983,All genders,Not applicable,Percent,66.74837,Africa
3777,Malawi,1987,All genders,Not applicable,Percent,66.77913000000001,Africa
654,Benin,1987,All genders,Not applicable,Percent,66.78094,Africa
650,Benin,1988,Male,Not applicable,Percent,66.86774,Africa
631,Benin,1995,All genders,Not applicable,Percent,66.89441,Africa
3526,Lesotho,1991,Male,Not applicable,Percent,66.89936,Africa
682,Benin,1977,Male,Not applicable,Percent,66.98044,Africa
3706,Madagascar,1990,Male,Not applicable,Percent,66.98376999999999,Africa
3548,Lesotho,1983,All genders,Not applicable,Percent,66.98654,Africa
4361,Mozambique,2000,All genders,Not applicable,Percent,67.03219,Africa
3900,Mali,1988,All genders,Not applicable,Percent,67.04526,Africa
1206,Cape Verde,1988,All genders,Not applicable,Percent,67.05207,Africa
4375,Mozambique,1992,Female,Not applicable,Percent,67.07051,Africa
1311,Chad,1994,Male,Not applicable,Percent,67.07082,Africa
3741,Malawi,2001,All genders,Not applicable,Percent,67.19544,Africa
