,Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value,Year_x,Value,Notes,Continent,Sub Group,Year_y,Population
6220,Estonia,2004,All genders,Not applicable,Percent,1.39656,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6221,Estonia,2004,All genders,Not applicable,Percent,1.39656,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6222,Estonia,2004,All genders,Not applicable,Percent,1.39656,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6223,Estonia,2004,All genders,Not applicable,Percent,1.39656,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6224,Estonia,2004,All genders,Not applicable,Percent,1.39656,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6225,Estonia,2004,All genders,Not applicable,Percent,1.39656,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6226,Estonia,2004,All genders,Not applicable,Percent,1.39656,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6227,Estonia,2004,All genders,Not applicable,Percent,1.39656,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6228,Estonia,2004,All genders,Not applicable,Percent,1.39656,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6229,Estonia,2004,All genders,Not applicable,Percent,1.39656,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6230,Estonia,2004,All genders,Not applicable,Percent,1.39656,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6231,Estonia,2004,All genders,Not applicable,Percent,1.39656,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6232,Estonia,2003,All genders,Not applicable,Percent,1.84938,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6233,Estonia,2003,All genders,Not applicable,Percent,1.84938,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6234,Estonia,2003,All genders,Not applicable,Percent,1.84938,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6235,Estonia,2003,All genders,Not applicable,Percent,1.84938,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6236,Estonia,2003,All genders,Not applicable,Percent,1.84938,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6237,Estonia,2003,All genders,Not applicable,Percent,1.84938,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6238,Estonia,2003,All genders,Not applicable,Percent,1.84938,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6239,Estonia,2003,All genders,Not applicable,Percent,1.84938,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6240,Estonia,2003,All genders,Not applicable,Percent,1.84938,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6241,Estonia,2003,All genders,Not applicable,Percent,1.84938,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6242,Estonia,2003,All genders,Not applicable,Percent,1.84938,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6243,Estonia,2003,All genders,Not applicable,Percent,1.84938,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6244,Estonia,2003,Male,Not applicable,Percent,1.75174,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6245,Estonia,2003,Male,Not applicable,Percent,1.75174,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6246,Estonia,2003,Male,Not applicable,Percent,1.75174,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6247,Estonia,2003,Male,Not applicable,Percent,1.75174,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6248,Estonia,2003,Male,Not applicable,Percent,1.75174,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6249,Estonia,2003,Male,Not applicable,Percent,1.75174,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6250,Estonia,2003,Male,Not applicable,Percent,1.75174,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6251,Estonia,2003,Male,Not applicable,Percent,1.75174,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6252,Estonia,2003,Male,Not applicable,Percent,1.75174,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6253,Estonia,2003,Male,Not applicable,Percent,1.75174,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6254,Estonia,2003,Male,Not applicable,Percent,1.75174,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6255,Estonia,2003,Male,Not applicable,Percent,1.75174,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6256,Estonia,2003,Female,Not applicable,Percent,1.9532,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6257,Estonia,2003,Female,Not applicable,Percent,1.9532,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6258,Estonia,2003,Female,Not applicable,Percent,1.9532,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6259,Estonia,2003,Female,Not applicable,Percent,1.9532,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6260,Estonia,2003,Female,Not applicable,Percent,1.9532,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6261,Estonia,2003,Female,Not applicable,Percent,1.9532,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6262,Estonia,2003,Female,Not applicable,Percent,1.9532,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6263,Estonia,2003,Female,Not applicable,Percent,1.9532,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6264,Estonia,2003,Female,Not applicable,Percent,1.9532,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6265,Estonia,2003,Female,Not applicable,Percent,1.9532,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6266,Estonia,2003,Female,Not applicable,Percent,1.9532,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6267,Estonia,2003,Female,Not applicable,Percent,1.9532,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6268,Estonia,2002,Female,Not applicable,Percent,1.98462,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6269,Estonia,2002,Female,Not applicable,Percent,1.98462,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6270,Estonia,2002,Female,Not applicable,Percent,1.98462,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6271,Estonia,2002,Female,Not applicable,Percent,1.98462,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6272,Estonia,2002,Female,Not applicable,Percent,1.98462,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6273,Estonia,2002,Female,Not applicable,Percent,1.98462,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6274,Estonia,2002,Female,Not applicable,Percent,1.98462,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6275,Estonia,2002,Female,Not applicable,Percent,1.98462,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6276,Estonia,2002,Female,Not applicable,Percent,1.98462,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6277,Estonia,2002,Female,Not applicable,Percent,1.98462,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6278,Estonia,2002,Female,Not applicable,Percent,1.98462,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6279,Estonia,2002,Female,Not applicable,Percent,1.98462,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6280,Estonia,2002,Male,Not applicable,Percent,3.31702,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6281,Estonia,2002,Male,Not applicable,Percent,3.31702,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6282,Estonia,2002,Male,Not applicable,Percent,3.31702,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6283,Estonia,2002,Male,Not applicable,Percent,3.31702,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6284,Estonia,2002,Male,Not applicable,Percent,3.31702,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6285,Estonia,2002,Male,Not applicable,Percent,3.31702,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6286,Estonia,2002,Male,Not applicable,Percent,3.31702,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6287,Estonia,2002,Male,Not applicable,Percent,3.31702,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6288,Estonia,2002,Male,Not applicable,Percent,3.31702,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6289,Estonia,2002,Male,Not applicable,Percent,3.31702,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6290,Estonia,2002,Male,Not applicable,Percent,3.31702,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6291,Estonia,2002,Male,Not applicable,Percent,3.31702,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6292,Estonia,2002,All genders,Not applicable,Percent,2.67167,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6293,Estonia,2002,All genders,Not applicable,Percent,2.67167,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6294,Estonia,2002,All genders,Not applicable,Percent,2.67167,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6295,Estonia,2002,All genders,Not applicable,Percent,2.67167,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6296,Estonia,2002,All genders,Not applicable,Percent,2.67167,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6297,Estonia,2002,All genders,Not applicable,Percent,2.67167,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6298,Estonia,2002,All genders,Not applicable,Percent,2.67167,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6299,Estonia,2002,All genders,Not applicable,Percent,2.67167,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6300,Estonia,2002,All genders,Not applicable,Percent,2.67167,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6301,Estonia,2002,All genders,Not applicable,Percent,2.67167,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6302,Estonia,2002,All genders,Not applicable,Percent,2.67167,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6303,Estonia,2002,All genders,Not applicable,Percent,2.67167,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6304,Estonia,2001,All genders,Not applicable,Percent,1.7695299999999998,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6305,Estonia,2001,All genders,Not applicable,Percent,1.7695299999999998,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6306,Estonia,2001,All genders,Not applicable,Percent,1.7695299999999998,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6307,Estonia,2001,All genders,Not applicable,Percent,1.7695299999999998,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6308,Estonia,2001,All genders,Not applicable,Percent,1.7695299999999998,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6309,Estonia,2001,All genders,Not applicable,Percent,1.7695299999999998,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6310,Estonia,2001,All genders,Not applicable,Percent,1.7695299999999998,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6311,Estonia,2001,All genders,Not applicable,Percent,1.7695299999999998,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6312,Estonia,2001,All genders,Not applicable,Percent,1.7695299999999998,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6313,Estonia,2001,All genders,Not applicable,Percent,1.7695299999999998,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6314,Estonia,2001,All genders,Not applicable,Percent,1.7695299999999998,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6315,Estonia,2001,All genders,Not applicable,Percent,1.7695299999999998,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6316,Estonia,2001,Male,Not applicable,Percent,1.93451,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6317,Estonia,2001,Male,Not applicable,Percent,1.93451,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6318,Estonia,2001,Male,Not applicable,Percent,1.93451,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6319,Estonia,2001,Male,Not applicable,Percent,1.93451,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6320,Estonia,2001,Male,Not applicable,Percent,1.93451,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6321,Estonia,2001,Male,Not applicable,Percent,1.93451,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6322,Estonia,2001,Male,Not applicable,Percent,1.93451,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6323,Estonia,2001,Male,Not applicable,Percent,1.93451,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6324,Estonia,2001,Male,Not applicable,Percent,1.93451,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6325,Estonia,2001,Male,Not applicable,Percent,1.93451,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6326,Estonia,2001,Male,Not applicable,Percent,1.93451,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6327,Estonia,2001,Male,Not applicable,Percent,1.93451,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6328,Estonia,2001,Female,Not applicable,Percent,1.5803399999999999,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6329,Estonia,2001,Female,Not applicable,Percent,1.5803399999999999,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6330,Estonia,2001,Female,Not applicable,Percent,1.5803399999999999,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6331,Estonia,2001,Female,Not applicable,Percent,1.5803399999999999,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6332,Estonia,2001,Female,Not applicable,Percent,1.5803399999999999,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6333,Estonia,2001,Female,Not applicable,Percent,1.5803399999999999,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6334,Estonia,2001,Female,Not applicable,Percent,1.5803399999999999,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6335,Estonia,2001,Female,Not applicable,Percent,1.5803399999999999,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6336,Estonia,2001,Female,Not applicable,Percent,1.5803399999999999,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6337,Estonia,2001,Female,Not applicable,Percent,1.5803399999999999,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6338,Estonia,2001,Female,Not applicable,Percent,1.5803399999999999,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6339,Estonia,2001,Female,Not applicable,Percent,1.5803399999999999,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6340,Estonia,2000,Female,Not applicable,Percent,2.07485,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6341,Estonia,2000,Female,Not applicable,Percent,2.07485,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6342,Estonia,2000,Female,Not applicable,Percent,2.07485,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6343,Estonia,2000,Female,Not applicable,Percent,2.07485,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6344,Estonia,2000,Female,Not applicable,Percent,2.07485,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6345,Estonia,2000,Female,Not applicable,Percent,2.07485,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6346,Estonia,2000,Female,Not applicable,Percent,2.07485,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6347,Estonia,2000,Female,Not applicable,Percent,2.07485,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6348,Estonia,2000,Female,Not applicable,Percent,2.07485,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6349,Estonia,2000,Female,Not applicable,Percent,2.07485,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6350,Estonia,2000,Female,Not applicable,Percent,2.07485,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6351,Estonia,2000,Female,Not applicable,Percent,2.07485,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6352,Estonia,2000,Male,Not applicable,Percent,0.9346700000000001,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6353,Estonia,2000,Male,Not applicable,Percent,0.9346700000000001,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6354,Estonia,2000,Male,Not applicable,Percent,0.9346700000000001,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6355,Estonia,2000,Male,Not applicable,Percent,0.9346700000000001,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6356,Estonia,2000,Male,Not applicable,Percent,0.9346700000000001,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6357,Estonia,2000,Male,Not applicable,Percent,0.9346700000000001,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6358,Estonia,2000,Male,Not applicable,Percent,0.9346700000000001,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6359,Estonia,2000,Male,Not applicable,Percent,0.9346700000000001,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6360,Estonia,2000,Male,Not applicable,Percent,0.9346700000000001,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6361,Estonia,2000,Male,Not applicable,Percent,0.9346700000000001,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6362,Estonia,2000,Male,Not applicable,Percent,0.9346700000000001,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6363,Estonia,2000,Male,Not applicable,Percent,0.9346700000000001,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6364,Estonia,2000,All genders,Not applicable,Percent,1.48766,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6365,Estonia,2000,All genders,Not applicable,Percent,1.48766,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6366,Estonia,2000,All genders,Not applicable,Percent,1.48766,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6367,Estonia,2000,All genders,Not applicable,Percent,1.48766,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6368,Estonia,2000,All genders,Not applicable,Percent,1.48766,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6369,Estonia,2000,All genders,Not applicable,Percent,1.48766,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6370,Estonia,2000,All genders,Not applicable,Percent,1.48766,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6371,Estonia,2000,All genders,Not applicable,Percent,1.48766,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6372,Estonia,2000,All genders,Not applicable,Percent,1.48766,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6373,Estonia,2000,All genders,Not applicable,Percent,1.48766,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6374,Estonia,2000,All genders,Not applicable,Percent,1.48766,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6375,Estonia,2000,All genders,Not applicable,Percent,1.48766,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6376,Estonia,1999,All genders,Not applicable,Percent,1.51755,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6377,Estonia,1999,All genders,Not applicable,Percent,1.51755,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6378,Estonia,1999,All genders,Not applicable,Percent,1.51755,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6379,Estonia,1999,All genders,Not applicable,Percent,1.51755,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6380,Estonia,1999,All genders,Not applicable,Percent,1.51755,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6381,Estonia,1999,All genders,Not applicable,Percent,1.51755,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6382,Estonia,1999,All genders,Not applicable,Percent,1.51755,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6383,Estonia,1999,All genders,Not applicable,Percent,1.51755,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6384,Estonia,1999,All genders,Not applicable,Percent,1.51755,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6385,Estonia,1999,All genders,Not applicable,Percent,1.51755,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6386,Estonia,1999,All genders,Not applicable,Percent,1.51755,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6387,Estonia,1999,All genders,Not applicable,Percent,1.51755,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6388,Estonia,1999,Male,Not applicable,Percent,2.24116,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6389,Estonia,1999,Male,Not applicable,Percent,2.24116,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6390,Estonia,1999,Male,Not applicable,Percent,2.24116,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6391,Estonia,1999,Male,Not applicable,Percent,2.24116,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6392,Estonia,1999,Male,Not applicable,Percent,2.24116,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6393,Estonia,1999,Male,Not applicable,Percent,2.24116,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6394,Estonia,1999,Male,Not applicable,Percent,2.24116,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6395,Estonia,1999,Male,Not applicable,Percent,2.24116,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6396,Estonia,1999,Male,Not applicable,Percent,2.24116,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6397,Estonia,1999,Male,Not applicable,Percent,2.24116,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6398,Estonia,1999,Male,Not applicable,Percent,2.24116,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6399,Estonia,1999,Male,Not applicable,Percent,2.24116,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6400,Estonia,1999,Female,Not applicable,Percent,0.74761,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6401,Estonia,1999,Female,Not applicable,Percent,0.74761,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6402,Estonia,1999,Female,Not applicable,Percent,0.74761,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6403,Estonia,1999,Female,Not applicable,Percent,0.74761,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6404,Estonia,1999,Female,Not applicable,Percent,0.74761,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6405,Estonia,1999,Female,Not applicable,Percent,0.74761,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6406,Estonia,1999,Female,Not applicable,Percent,0.74761,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6407,Estonia,1999,Female,Not applicable,Percent,0.74761,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6408,Estonia,1999,Female,Not applicable,Percent,0.74761,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6409,Estonia,1999,Female,Not applicable,Percent,0.74761,2000,99.8,,Europe,Rural Female,2000.0,217221.0
